id,name,state,postcode,suburb,type
7840,Sherwood Hills Christian School,NSW,2560,Bradbury,school
7841,Sherwood Ridge Public School,NSW,2155,Kellyville,school
7842,Sherwood State School,QLD,4075,Sherwood,school
7843,Shire Christian School,NSW,2234,Barden Ridge,school
7844,Shirley Smith High School,ACT,2911,Kenny,school
7845,Shoal Bay Public School,NSW,2315,Shoal Bay,school
7846,Shoalhaven Heads Public School,NSW,2535,Shoalhaven Heads,school
7847,Shoalhaven High School,NSW,2541,Nowra,school
7848,Shoalhaven River College,NSW,2541,Bomaderry,school
7849,Sholem Aleichem College,VIC,3185,Elsternwick,school
7850,Sholem Aleichem College - Senior Campus,VIC,3185,Elsternwick,school
7851,SHORE - Sydney Church of England Grammar School,NSW,2060,North Sydney,school
7852,"SHORE - Sydney Church of England Grammar School, Boat Shed",NSW,2111,Gladesville,school
7853,"SHORE - Sydney Church of England Preparatory School, North Sydney",NSW,2060,North Sydney,school
7854,"SHORE - Sydney Church of England Preparatory School, Northbridge",NSW,2063,Northbridge,school
7855,Shorehaven Primary School,WA,6038,Alkimos,school
7856,Shorncliffe State School,QLD,4017,Shorncliffe,school
7857,Shortland Public School,NSW,2307,Shortland,school
7858,Sidrah Gardens School,VIC,3804,Narre Warren North,school
7859,Siena Catholic College,QLD,4556,Sippy Downs,school
7860,Siena Catholic Primary School,QLD,4556,Sippy Downs,school
7861,Siena Catholic Primary School,VIC,3350,Lucas,school
7862,Siena College Ltd,VIC,3124,Camberwell,school
7863,Silkstone State School,QLD,4304,Silkstone,school
7864,Silkwood School,QLD,4211,Mount Nathan,school
7865,Silkwood School - Robina Campus,QLD,4226,Robina,school
7866,Silkwood State School,QLD,4856,Silkwood,school
7867,Silvan Primary School,VIC,3795,Silvan,school
7868,Silver Lining School,QLD,4606,Ficks Crossing,school
7869,Silver Lining School - Cluden Campus,QLD,4811,Cluden,school
7870,Silver Lining School - Mooroobool Campus,QLD,4870,Mooroobool,school
7871,Silverton Primary School,VIC,3174,Noble Park North,school
7872,Simonds Catholic College,VIC,3003,West Melbourne,school
7873,Simonds Catholic College - St Brigid's VCE Campus,VIC,3068,Fitzroy North,school
7874,Simpson Primary School,VIC,3266,Simpson,school
7875,Sinai College,QLD,4156,Burbank,school
7876,Singleton Heights Public School,NSW,2330,Singleton Heights,school
7877,Singleton High School,NSW,2330,Singleton,school
7878,Singleton Primary School,WA,6175,Singleton,school
7879,Singleton Public School,NSW,2330,Singleton,school
7880,Sir David Brand School,WA,6050,Coolbinia,school
7881,Sir Eric Woodward Memorial School,NSW,2075,St Ives,school
7882,Sir Joseph Banks High School,NSW,2212,Revesby,school
7883,Sirius College,VIC,3047,Broadmeadows,school
7884,Sirius College - Dallas Campus,VIC,3047,Dallas,school
7885,Sirius College - Geelong Campus,VIC,3214,North Geelong,school
7886,Sirius College - Ibrahim Dellal Campus,VIC,3020,Sunshine West,school
7887,Sirius College - Keysborough Campus,VIC,3173,Keysborough,school
7888,Sirius College - Meadow Fair Campus,VIC,3047,Broadmeadows,school
7889,Sirius College - Shepparton Campus,VIC,3631,Lemnos,school
7890,Skene Street School Stawell,VIC,3380,Stawell,school
7891,Skillset Senior College,NSW,2795,Mitchell,school
7892,Skillset Senior College - Dubbo,NSW,2830,Dubbo,school
7893,Skipton Primary School,VIC,3361,Skipton,school
7894,Skye Primary School,VIC,3977,Skye,school
7895,Slade Point State School,QLD,4740,Slade Point,school
7896,Smalls Road Public School,NSW,2112,Ryde,school
7897,Smithfield Public School,NSW,2164,Smithfield,school
7898,Smithfield West Public School,NSW,2164,Wetherill Park,school
7899,Smiths Hill High School,NSW,2500,Wollongong,school
7900,Smithton High School,TAS,7330,Smithton,school
7901,Smithton Primary School,TAS,7330,Smithton,school
7902,Smithtown Public School,NSW,2440,Smithtown,school
7903,SMYL Community College,WA,6168,Rockingham,school
7904,SMYL Community College - Beale Way Campus,WA,6168,Rockingham,school
7905,SMYL Community College - Cockburn Central Campus,WA,6164,Cockburn Central,school
7906,SMYL Community College - Crompton Road Campus,WA,6168,Rockingham,school
7907,SMYL Community College - Davey Street Campus,WA,6210,Mandurah,school
7908,"SMYL Community College - Marine Terrace, Fremantle",WA,6160,Fremantle,school
7909,"SMYL Community College - Seabrooke Way, Medina",WA,6160,Medina,school
7910,Snowtown Primary School,SA,5520,Snowtown,school
7911,Snowy Mountains Christian School,NSW,2630,Cooma North,school
7912,Snowy Mountains Grammar School,NSW,2627,Jindabyne,school
7913,Snowy Valleys School,NSW,2720,Tumut,school
7914,Snug Primary School,TAS,7054,Snug,school
7915,Sofala Public School,NSW,2795,Sofala,school
7916,Soldiers Point Public School,NSW,2317,Soldiers Point,school
7917,Solomontown Primary School,SA,5540,Port Pirie,school
7918,Solway Primary School,VIC,3147,Ashburton,school
7919,Somerly Primary School,WA,6030,Clarkson,school
7920,Somers Primary School,VIC,3927,Somers,school
7921,Somers School Camp,VIC,3927,Somers,school
7922,Somers School Camp-Woorabinda Campus,VIC,3825,Yallourn North,school
7923,Somersby Public School,NSW,2250,Gosford,school
7924,Somerset College,QLD,4213,Mudgeeraba,school
7925,Somerset Hills State School,QLD,4053,Stafford Heights,school
7926,Somerset Primary School,TAS,7322,Somerset,school
7927,Somerton Public School,NSW,2340,Somerton,school
7928,Somerville House,QLD,4101,South Brisbane,school
7929,Somerville Primary School,VIC,3912,Somerville,school
7930,Somerville Rise Primary School,VIC,3912,Somerville,school
7931,Somerville Secondary College,VIC,3912,Somerville,school
7932,Sophia College,QLD,4341,Plainland,school
7933,Sophia Mundi Steiner School,VIC,3067,Abbotsford,school
7934,Sorell School,TAS,7172,Sorell,school
7935,Sorrento Primary School,VIC,3943,Sorrento,school
7936,Sorrento Primary School,WA,6020,Sorrento,school
7937,South Arm Primary School,TAS,7022,South Arm,school
7938,South Ballajura Education Support Centre,WA,6066,Ballajura,school
7939,South Ballajura Primary School,WA,6066,Ballajura,school
7940,South Bunbury Education Support Centre,WA,6230,South Bunbury,school
7941,South Bunbury Primary School,WA,6230,South Bunbury,school
7942,South Coast Baptist College,WA,6169,Waikiki,school
7943,South Coogee Primary School,WA,6164,Beeliar,school
7944,South Coogee Public School,NSW,2034,South Coogee,school
7945,South Creek School,NSW,2765,Riverstone,school
7946,South East Brisbane Steiner School,QLD,4158,Thorneside,school
7947,South East Language Development Centre,WA,6105,Cloverdale,school
7948,South East Language Development Centre - Armadale Campus,WA,6112,Armadale,school
7949,South East Language Development Centre - Maddington Campus,WA,6109,Maddington,school
7950,South George Town Primary School,TAS,7253,George Town,school
7951,South Gippsland Specialist School,VIC,3953,Leongatha,school
7952,South Grafton High School,NSW,2460,South Grafton,school
7953,South Grafton Public School,NSW,2460,South Grafton,school
7954,South Halls Head Primary School,WA,6210,Halls Head,school
7955,South Hedland Primary School,WA,6722,South Hedland,school
7956,South Hobart Primary School,TAS,7004,South Hobart,school
7957,South Johnstone State School,QLD,4859,South Johnstone,school
7958,South Kalgoorlie Primary School,WA,6430,Kalgoorlie,school
7959,South Lake Primary School,WA,6164,South Lake,school
7960,South Melbourne Park Primary School,VIC,3206,Albert Park,school
7961,South Melbourne Primary School,VIC,3205,Southbank,school
7962,South Newman Primary School,WA,6753,Newman,school
7963,South Oakleigh Secondary College,VIC,3167,Oakleigh South,school
7964,South Padbury Primary School,WA,6025,Padbury,school
7965,South Perth Primary School,WA,6151,South Perth,school
7966,South Port Primary School,SA,5167,Port Noarlunga South,school
7967,South Rock State School,QLD,4207,Yarrabilba,school
7968,South Stirling Primary School,WA,6328,Manypeaks,school
7969,South Sydney High School,NSW,2035,Maroubra,school
7970,South Thornlie Primary School,WA,6108,Thornlie,school
7971,South Wagga Public School,NSW,2650,Wagga Wagga,school
7972,South West Community College - Bunbury Campus,WA,6231,Bunbury,school
7973,South West Community College - Busselton campus,WA,6280,Busselton,school
7974,South West Rocks Public School,NSW,2431,South West Rocks,school
7975,South Yarra Primary School,VIC,3141,South Yarra,school
7976,Southbrook Central State School,QLD,4363,Southbrook,school
7977,Southern Autistic School,VIC,3165,East Bentleigh,school
7978,Southern Christian College,TAS,7050,Kingston,school
7979,Southern Cross Baptist Church Christian School,NSW,2233,Engadine,school
7980,Southern Cross Catholic College,QLD,4020,Scarborough,school
7981,Southern Cross Catholic College - Kippa-Ring Campus,QLD,4021,Kippa Ring,school
7982,Southern Cross Catholic College - Woody Point Campus,QLD,4019,Woody Point,school
7983,Southern Cross Catholic College,QLD,4814,Annandale,school
7984,Southern Cross Catholic College,NSW,2134,Burwood,school
7985,Southern Cross District High School,WA,6426,Southern Cross,school
7986,Southern Cross Early Childhood School,ACT,2614,Scullin,school
7987,Southern Cross Grammar,VIC,3023,Caroline Springs,school
7988,Southern Cross Primary School,VIC,3802,Endeavour Hills,school
7989,Southern Cross Public School,NSW,2478,East Ballina,school
7990,Southern Cross School of Distance Education,NSW,2478,East Ballina,school
7991,Southern Grove Primary School,WA,6110,Southern River,school
7992,Southern Highlands Christian School,NSW,2576,Bowral,school
7993,Southern Hills Christian College,WA,6112,Bedfordale,school
7994,Southern Montessori School,SA,5166,O'Sullivan Beach,school
7995,Southern Montessori School - Middle School Campus,SA,5162,Morphett Vale,school
7996,Southern River College,WA,6110,Gosnells,school
7997,Southern Support School,TAS,7018,Howrah,school
7998,Southern Vales Christian College - Morphett Vale Campus,SA,5162,Morphett Vale,school
7999,Southern Vales Christian College - Aldinga Campus,SA,5173,Aldinga Beach,school
8000,Southmoor Primary School,VIC,3189,Moorabbin,school
8001,Southport Flexible School,QLD,4215,Southport,school
8002,Southport Special School,QLD,4215,Southport,school
8003,Southport State High School,QLD,4215,Southport,school
8004,Southport State School,QLD,4215,Southport,school
8005,Southside Montessori School,NSW,2210,Riverwood,school
8006,Southwell Primary School,WA,6163,Hamilton Hill,school
8007,South-West John Calvin Christian College,WA,6271,Capel,school
8008,Sovereign Hill School,VIC,3350,Ballarat,school
8009,Sowilo Community High School,WA,6111,Kelmscott,school
8010,Spalding Primary School,SA,5454,Spalding,school
8011,Spearwood Alternative School,WA,6163,Spearwood,school
8012,Spearwood Primary School,WA,6163,Spearwood,school
8013,Specialised Assistance School For Youth (SASY),SA,5000,Adelaide,school
8014,Specimen Hill Primary School,VIC,3555,Golden Square,school
8015,Speers Point Public School,NSW,2284,Speers Point,school
8016,Spencer Park Education Support Centre,WA,6330,Spencer Park,school
8017,Spencer Park Primary School,WA,6330,Spencer Park,school
8018,Spensley Street Primary School,VIC,3068,Clifton Hill,school
8019,Spensley Street Primary School-Glen Forbes Camp,VIC,3990,Glen Forbes,school
8020,Spinifex State College - Mount Isa Education and Training Precinct,QLD,4825,Parkside,school
8021,Spinifex State College - Mount Isa - Junior Campus,QLD,4825,Parkside,school
8022,Spinifex State College - Mount Isa - Senior Campus,QLD,4825,Pioneer,school
8023,Spotswood Primary School,VIC,3015,Spotswood,school
8024,Sprent Primary School,TAS,7315,Sprent,school
8025,Spreyton Primary School,TAS,7310,Spreyton,school
8026,Spring Farm Public School,NSW,2570,Spring Farm,school
8027,Spring Gully Primary School,VIC,3550,Bendigo,school
8028,Spring Hill Primary School,WA,6065,Tapping,school
8029,Spring Hill Public School,NSW,2800,Spring Hill,school
8030,Spring Mountain State School,QLD,4300,Spring Mountain,school
8031,Spring Parks Primary School,VIC,3171,Springvale,school
8032,Spring Parks Primary School-Valley Campus,VIC,3172,Springvale South,school
8033,Spring Ridge Public School,NSW,2343,Spring Ridge,school
8034,Spring Terrace Public School,NSW,2798,Spring Terrace,school
8035,Springbank Secondary College,SA,5042,Pasadena,school
8036,Springbrook State School,QLD,4213,Springbrook,school
8037,Springdale Heights Public School,NSW,2641,Lavington,school
8038,Springfield Central State High School,QLD,4300,Springfield Central,school
8039,Springfield Central State School,QLD,4300,Springfield Central,school
8040,Springfield Gardens Primary School,TAS,7009,West Moonah,school
8041,Springfield Lakes State School,QLD,4300,Springfield Lakes,school
8042,Springfield Primary School,WA,6025,Kallaroo,school
8043,Springhurst Primary School,VIC,3682,Springhurst,school
8044,Springside Primary School,VIC,3023,Caroline Springs,school
8045,Springside West Secondary College,VIC,3336,Fraser Rise,school
8046,Springsure State School,QLD,4722,Springsure,school
8047,Springton Primary School,SA,5235,Springton,school
8048,Springvale Park Special Developmental School,VIC,3171,Springvale,school
8049,Springvale Rise Primary School,VIC,3171,Springvale,school
8050,Springvale Rise Primary School-Springvale Road Campus,VIC,3171,Springvale,school
8051,Springwood Central State School,QLD,4127,Springwood,school
8052,Springwood High School,NSW,2777,Springwood,school
8053,Springwood Public School,NSW,2777,Springwood,school
8054,Springwood Road State School,QLD,4123,Rochedale South,school
8055,Springwood State High School,QLD,4127,Springwood,school
8056,Ss Peter & Paul's School,VIC,3109,Doncaster East,school
8057,Ss Peter and Paul Catholic Primary School,NSW,2533,Kiama,school
8058,St Agatha's Catholic Primary School,NSW,2120,Pennant Hills,school
8059,St Agatha's Primary School,QLD,4011,Clayfield,school
8060,St Agatha's School,VIC,3977,Cranbourne,school
8061,St Agnes Catholic High School,NSW,2766,Rooty Hill,school
8062,St Agnes' Primary School,NSW,2444,Port Macquarie,school
8063,St Agnes School,QLD,4122,Mount Gravatt,school
8064,St Agnes' School,VIC,3190,Highett,school
8065,St Agnes School P - 6,SA,5097,St Agnes,school
8066,St Aidan's Anglican Girls School,QLD,4075,Corinda,school
8067,St Aidan's Anglican Girls School - Thalia Court Campus,QLD,4075,Corinda,school
8068,St Aidan's Catholic Primary School,NSW,2035,Maroubra Junction,school
8069,St Aidan's Primary School,NSW,2766,Rooty Hill,school
8070,St Albans East Primary School,VIC,3021,St Albans,school
8071,St Albans East Primary School-St Albans East Deaf Facility,VIC,3021,St Albans,school
8072,St Albans Heights Primary School,VIC,3021,St Albans,school
8073,St Albans Meadows Primary School,VIC,3021,St Albans,school
8074,St Albans North Primary School,VIC,3021,St Albans,school
8075,St Albans Primary School,VIC,3021,St Albans,school
8076,St Albans Secondary College,VIC,3021,St Albans,school
8077,St Albans Secondary College-Strathbogie Camp,VIC,3669,Creek Junction,school
8078,St Albert's Catholic School,SA,5333,Loxton,school
8079,St Alipius' Parish School,VIC,3350,Ballarat East,school
8080,St Aloysius Catholic College,TAS,7055,Huntingfield,school
8081,St Aloysius Catholic College - Kingston Beach Campus,TAS,7050,Kingston Beach,school
8082,St Aloysius Catholic Primary School,NSW,2230,Cronulla,school
8083,St Aloysius Catholic Primary School,NSW,2322,Chisholm,school
8084,St Aloysius College,VIC,3051,North Melbourne,school
8085,St Aloysius College,SA,5000,Adelaide,school
8086,St Aloysius' College,NSW,2061,Kirribilli,school
8087,St Aloysius' College Junior School,NSW,2061,Kirribilli,school
8088,"St Aloysius' College, Rozelle",NSW,2039,Rozelle,school
8089,St Aloysius College Cronulla,NSW,2230,Cronulla,school
8090,St Aloysius' School,VIC,3225,Queenscliff,school
8091,St Aloysius' School,VIC,3350,Redan,school
8092,St Ambrose Catholic Primary School,NSW,2138,Concord West,school
8093,St Ambrose Catholic Primary School,NSW,2489,Pottsville,school
8094,St Ambrose's Primary School,QLD,4051,Newmarket,school
8095,St Ambrose's School,VIC,3442,Woodend,school
8096,St Andrew's Anglican College,QLD,4573,Peregian Springs,school
8097,St Andrew's Cathedral Gawura School,NSW,2000,Sydney,school
8098,St Andrew's Cathedral School,NSW,2000,Sydney,school
8099,St Andrew's Cathedral School - Bishop Barry Senior College,NSW,2001,Sydney,school
8100,St Andrew's Catholic College Redlynch Valley,QLD,4870,Redlynch,school
8101,St Andrew's Catholic Primary School,WA,6030,Clarkson,school
8102,St Andrew's Catholic Primary School,NSW,2036,Malabar,school
8103,St Andrew's Catholic School,QLD,4055,Ferny Grove,school
8104,St Andrews Christian College,VIC,3152,Wantirna South,school
8105,St Andrew's Christian School,NSW,2460,Grafton,school
8106,St Andrews College,NSW,2148,Marayong,school
8107,"St Andrews College, Senior Campus",NSW,2148,Marayong,school
8108,St Andrew's Grammar,WA,6059,Dianella,school
8109,St Andrews Lutheran College,QLD,4228,Tallebudgera,school
8110,St Andrews Primary School,NSW,2148,Marayong,school
8111,St Andrews Primary School,VIC,3761,St Andrews,school
8112,St Andrews Public School,NSW,2566,St Andrews,school
8113,St Andrew's School,SA,5081,Walkerville,school
8114,St Andrew's School,VIC,3169,Clayton South,school
8115,St Andrew's School,VIC,3030,Werribee,school
8116,St Angela of the Cross Primary School,VIC,3820,Warragul,school
8117,St Angela's Primary School,NSW,2154,Castle Hill,school
8118,St Anne's Catholic College,NSW,2666,Temora,school
8119,St Anne's Catholic Primary School,NSW,2136,Strathfield South,school
8120,St Anne's Catholic Primary School,QLD,4737,Sarina,school
8121,St Anne's College,VIC,3631,Kialla,school
8122,St Anne's Primary School,NSW,2640,North Albury,school
8123,St Anne's School,WA,6220,Harvey,school
8124,St Anne's School,VIC,3102,Kew East,school
8125,St Anne's School,VIC,3429,Sunbury,school
8126,St Anne's School,VIC,3198,Seaford,school
8127,St Anne's School,VIC,3114,Park Orchards,school
8128,St Ann's School,QLD,4301,Redbank Plains,school
8129,St Anthony of Padua Catholic College,NSW,2179,Austral,school
8130,St Anthony's Catholic College - Secondary Campus,QLD,4818,Deeragun,school
8131,St Anthony's Catholic College - Primary Campus,QLD,4818,Deeragun,school
8132,St Anthony's Catholic Primary School,NSW,2122,Marsfield,school
8133,St Anthony's Catholic Primary School,NSW,2031,Clovelly,school
8134,St Anthony's Catholic Primary School,NSW,2571,Picton,school
8135,St Anthony's Catholic Primary School,QLD,4701,North Rockhampton,school
8136,St Anthony's Catholic Primary School,SA,5280,Millicent,school
8137,St Anthony's Catholic School,TAS,7250,Riverside,school
8138,St Anthony's Parish Primary School,ACT,2903,Wanniassa,school
8139,St Anthony's Primary School,NSW,2145,Girraween,school
8140,St Anthony's Primary School,NSW,2487,Kingscliff,school
8141,St Anthony's School,SA,5039,Edwardstown,school
8142,St Anthony's School,WA,6065,Wanneroo,school
8143,St Anthony's School,WA,6056,Greenmount,school
8144,St Anthony's School,VIC,3338,Melton South,school
8145,St Anthony's School,VIC,3212,Lara,school
8146,St Anthony's School,VIC,3174,Noble Park,school
8147,St Anthony's School,VIC,3078,Alphington,school
8148,St Anthony's School,VIC,3163,Glen Huntly,school
8149,St Anthony's School,QLD,4350,Toowoomba,school
8150,St Anthony's School,QLD,4872,Dimbulah,school
8151,St Anthony's School,QLD,4031,Kedron,school
8152,St Anthony's School,QLD,4161,Alexandra Hills,school
8153,St Arnaud Primary School,VIC,3478,St Arnaud,school
8154,St Arnaud Secondary College,VIC,3478,St Arnaud,school
8155,St Augustine's College,VIC,3620,Kyabram,school
8156,St Augustine's College,QLD,4300,Augustine Heights,school
8157,St Augustine's College,QLD,4870,Cairns,school
8158,St Augustine's College Sydney,NSW,2100,Brookvale,school
8159,St Augustine's Parish Primary School,QLD,4223,Currumbin Waters,school
8160,St Augustine's Parish School,SA,5108,Salisbury,school
8161,St Augustine's Parish School,NSW,2821,Narromine,school
8162,St Augustine's Primary School,NSW,2450,Coffs Harbour,school
8163,St Augustine's Primary School,WA,6103,Rivervale,school
8164,St Augustine's Primary School,VIC,3036,Keilor,school
8165,St Augustine's School,VIC,3199,Frankston,school
8166,St Augustine's School,VIC,3690,Wodonga,school
8167,St Augustine's School,VIC,3013,Yarraville,school
8168,St Augustine's School,VIC,3363,Creswick,school
8169,St Augustine's School,VIC,3465,Maryborough,school
8170,St Augustine's School,QLD,4873,Mossman,school
8171,St Barbara's Parish School,SA,5725,Roxby Downs,school
8172,St Bede's Catholic College,NSW,2322,Chisholm,school
8173,St Bede's College,VIC,3194,Mentone,school
8174,St Bede's College - Bentleigh East Campus,VIC,3165,Bentleigh East,school
8175,St Bede's Primary School,ACT,2603,Red Hill,school
8176,St Bede's Primary School,NSW,2622,Braidwood,school
8177,St Bede's School,VIC,3104,Balwyn North,school
8178,St Benedict School,SA,5244,Mount Torrens,school
8179,St Benedict's Catholic College,NSW,2570,Oran Park,school
8180,St Benedict's Catholic Primary School,QLD,4703,Yeppoon,school
8181,St Benedict's Catholic School,QLD,4818,Shaw,school
8182,St Benedict's College,QLD,4509,Mango Hill,school
8183,St Benedict's Primary School,QLD,4509,Mango Hill,school
8184,St Benedict's Primary School,ACT,2604,Narrabundah,school
8185,St Benedict's Primary School,NSW,2285,Edgeworth,school
8186,St Benedict's School,WA,6153,Applecross,school
8187,St Bernadette's Catholic Primary School,WA,6172,Port Kennedy,school
8188,St Bernadette's Catholic Primary School,VIC,3154,The Basin,school
8189,St Bernadette's Primary School,NSW,2154,Castle Hill,school
8190,St Bernadette's Primary School,NSW,2117,Dundas Valley,school
8191,St Bernadette's Primary School,NSW,2147,Lalor Park,school
8192,St Bernadette's School,VIC,3079,Ivanhoe,school
8193,St Bernadette's School,VIC,3020,Sunshine North,school
8194,St Bernadette's School,SA,5042,St Marys,school
8195,St Bernard State School,QLD,4272,Tamborine Mountain,school
8196,St Bernardine's School,QLD,4118,Regents Park,school
8197,St Bernard's Catholic Primary School,NSW,2082,Berowra Heights,school
8198,St Bernard's Catholic Primary School,NSW,2019,Botany,school
8199,St Bernard's College,VIC,3040,Essendon,school
8200,St Bernard's College - Resurrection House Campus,VIC,3040,Aberfeldie,school
8201,"St Bernard's Primary School, Batemans Bay",NSW,2536,Batehaven,school
8202,St Bernard's School,VIC,3058,Coburg,school
8203,St Bernard's School,VIC,3677,Wangaratta,school
8204,St Bernard's School,VIC,3340,Bacchus Marsh,school
8205,St Bernard's School,QLD,4122,Upper Mount Gravatt,school
8206,St Bernard's School,WA,6395,Kojonup,school
8207,St Bishoy Coptic Orthodox College,NSW,2770,Mount Druitt,school
8208,"St Bishoy Coptic Orthodox College, St Bishoy Hall",NSW,2770,Mount Druitt,school
8209,St Brendan's Catholic Primary School,QLD,4740,Mackay,school
8210,St Brendan's Catholic Primary School,NSW,2200,Bankstown,school
8211,St Brendan's Catholic Primary School,NSW,2038,Annandale,school
8212,St Brendan's Catholic Primary School,NSW,2259,Lake Munmorah,school
8213,St Brendan's College,QLD,4703,Yeppoon,school
8214,St Brendan's Primary School,QLD,4105,Moorooka,school
8215,St Brendan's Primary School,NSW,2702,Ganmain,school
8216,St Brendan's School,VIC,3630,Shepparton,school
8217,St Brendan's School,VIC,3031,Flemington,school
8218,St Brendan's School,VIC,3909,Lakes Entrance,school
8219,St Brendan's School,VIC,3249,Coragulac,school
8220,St Brendan's School,VIC,3912,Somerville,school
8221,St Brendan-Shaw College,TAS,7310,Devonport,school
8222,St Brigid's Catholic College,NSW,2259,Lake Munmorah,school
8223,St Brigid's Catholic Primary School,QLD,4720,Emerald,school
8224,St Brigid's Catholic Primary School,NSW,2829,Coonamble,school
8225,St Brigid's Catholic Primary School,NSW,2500,Gwynneville,school
8226,St Brigid's Catholic Primary School,NSW,2034,Coogee,school
8227,St Brigid's Catholic Primary School,NSW,2204,Marrickville,school
8228,St Brigid's Catholic Primary School,QLD,4211,Nerang,school
8229,St Brigid's Catholic School,TAS,7140,New Norfolk,school
8230,St Brigid's Catholic School,TAS,7325,Wynyard,school
8231,St Brigid's College,WA,6076,Lesmurdie,school
8232,St Brigid's College,VIC,3400,Horsham,school
8233,St Brigid's Primary School,QLD,4340,Rosewood,school
8234,St Brigid's Primary School,WA,6056,Middle Swan,school
8235,St Brigid's Primary School,NSW,2324,Raymond Terrace,school
8236,St Brigid's Primary School,NSW,2474,Kyogle,school
8237,St Brigid's School,WA,6255,Bridgetown,school
8238,St Brigid's School,WA,6225,Collie,school
8239,St Brigid's School,SA,5084,Kilburn,school
8240,St Brigid's School,VIC,3777,Healesville,school
8241,St Brigid's School,VIC,3195,Mordialloc,school
8242,St Brigid's School,VIC,3342,Ballan,school
8243,St Brigid's School,VIC,3437,Gisborne,school
8244,St Brigid's School,VIC,3809,Officer,school
8245,St Canice's Primary School,NSW,2780,Katoomba,school
8246,St Carlo Borromeo School,VIC,3059,Greenvale,school
8247,St Carthage's Primary School,NSW,2480,Lismore,school
8248,St Catherine Labouré Catholic Primary School,NSW,2227,Gymea,school
8249,St Catherine of Siena Catholic Primary School,NSW,2170,Prestons,school
8250,St Catherine of Siena Catholic Primary School,VIC,3217,Armstrong Creek,school
8251,St Catherine of Siena School,VIC,3337,Melton West,school
8252,St Catherine's Catholic College,NSW,2330,Singleton,school
8253,St Catherine's Catholic College The Whitsundays,QLD,4800,Proserpine,school
8254,St Catherine's Catholic Primary School,QLD,4122,Wishart,school
8255,St Catherine's Primary School,VIC,3806,Berwick,school
8256,St Catherine's School,VIC,3075,Lalor,school
8257,St Catherine's School,VIC,3142,Toorak,school
8258,St Catherine's School,VIC,3189,Moorabbin,school
8259,St Catherine's School,SA,5152,Stirling,school
8260,St Catherine's School,NSW,2024,Waverley,school
8261,St Cecilia's Catholic Primary School,NSW,2093,Balgowlah,school
8262,St Cecilia's Catholic Primary School,NSW,2259,Wyong,school
8263,St Cecilia's Catholic Primary School,WA,6721,Port Hedland,school
8264,St Cecilia's School,VIC,3146,Glen Iris,school
8265,St Charbel's College,NSW,2196,Punchbowl,school
8266,St Charles Borromeo School,VIC,3106,Templestowe,school
8267,St Charles Catholic Primary School,NSW,2112,Ryde,school
8268,St Charles' Catholic Primary School Waverley,NSW,2024,Waverley,school
8269,St Christopher's Catholic Primary School,NSW,2173,Holsworthy,school
8270,St Christopher's Catholic Primary School,NSW,2213,Panania,school
8271,St Christopher's School,VIC,3150,Glen Waverley,school
8272,St Christopher's School,VIC,3042,Airport West,school
8273,St Clair High School,NSW,2759,St Clair,school
8274,St Clair Public School,NSW,2759,St Clair,school
8275,St Clare of Assisi Primary School,ACT,2906,Conder,school
8276,St Clare's Catholic High School,NSW,2761,Hassall Grove,school
8277,St Clare's Catholic Primary School,NSW,2567,Narellan Vale,school
8278,St Clare's Catholic Primary School,VIC,3029,Truganina,school
8279,St Clare's Catholic School,QLD,4818,Burdell,school
8280,St Clare's College,ACT,2603,Griffith,school
8281,St Clare's College,NSW,2024,Waverley,school
8282,St Clare's College - Bronte Road Campus,NSW,2024,Waverley,school
8283,St Clare's High School,NSW,2430,Taree,school
8284,St Clare's Primary School,VIC,3809,Officer,school
8285,St Clare's Primary School,QLD,4207,Yarrabilba,school
8286,St Clare's School,WA,6100,Lathlain,school
8287,St Clare's School,VIC,3074,Thomastown,school
8288,St Clare's School,QLD,4854,Tully,school
8289,St Clement of Rome School,VIC,3105,Bulleen,school
8290,St Colman's Catholic School,QLD,4806,Home Hill,school
8291,St Colman's School,VIC,3272,Mortlake,school
8292,St Columba Anglican School,NSW,2444,Port Macquarie,school
8293,St Columba College,SA,5114,Andrews Farm,school
8294,St Columban's College,QLD,4510,Caboolture,school
8295,St Columban's Primary School,NSW,2304,Mayfield,school
8296,St Columba's Catholic College,NSW,2777,Springwood,school
8297,St Columba's Catholic Primary School,NSW,2040,Leichhardt North,school
8298,St Columba's Catholic Primary School,NSW,2868,Yeoval,school
8299,St Columba's Catholic Primary School,WA,6151,South Perth,school
8300,St Columba's College,VIC,3040,Essendon,school
8301,St Columba's Memorial School,SA,5576,Yorketown,school
8302,St Columba's Primary School,QLD,4051,Wilston,school
8303,St Columba's Primary School,NSW,2289,Adamstown,school
8304,St Columba's School,VIC,3350,Ballarat North,school
8305,St Columba's School,VIC,3184,Elwood,school
8306,St Columba's School,WA,6053,Bayswater,school
8307,St Columbkille's Catholic Primary School,NSW,2518,Corrimal,school
8308,St Cuthbert's Catholic School,TAS,7015,Lindisfarne,school
8309,St Damian's School,VIC,3083,Bundoora,school
8310,St Damien's Catholic Primary School,WA,6211,Dawesville,school
8311,St Declan's Catholic Primary School,NSW,2222,Penshurst,school
8312,St Denis School,WA,6060,Joondanna,school
8313,St Dominic Savio School,NSW,2216,Rockdale,school
8314,St Dominic's Catholic College,NSW,2304,Mayfield,school
